phase,pipeline,user,instance_id,groundtruth,final_prediction,final_score
phase15,vax1,PHU3,PHU3_5_15,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_16,CookingOnStove,WashingDishes,0.986184549588607
phase15,vax1,PHU3,PHU3_5_17,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_18,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_19,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_20,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_21,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_22,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_23,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_24,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_25,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_26,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_27,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_28,WashingDishes,Undetected,0.0
phase15,vax1,PHU3,PHU3_5_29,WashingDishes,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_0,WashingDishes,WashingDishes,0.9405684657132488
phase15,vax1,PHU3,PHU3_6_1,WashingDishes,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_2,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_3,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_4,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_5,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_6,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_8,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_9,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_10,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_11,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_12,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_13,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_14,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_15,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_16,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_17,Undetected,Chopping+Grating,0.9907533182964536
phase15,vax1,PHU3,PHU3_6_18,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_19,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_20,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_21,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_22,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_23,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_24,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_25,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_26,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_27,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_28,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_6_29,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_0,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_1,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_2,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_3,FridgeOpen,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_4,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_5,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_6,Undetected,Chopping+Grating,2.549115813588462
phase15,vax1,PHU3,PHU3_7_7,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_8,Baking,Chopping+Grating,2.5242025764800884
phase15,vax1,PHU3,PHU3_7_9,Baking,Chopping+Grating,0.983728988280838
phase15,vax1,PHU3,PHU3_7_10,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_11,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_12,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_13,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_14,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_15,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_16,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_17,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_18,CookingOnStove,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_19,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_20,WashingDishes,WashingDishes,0.9073232008382004
phase15,vax1,PHU3,PHU3_7_21,WashingDishes,WashingDishes,0.9644897753401592
phase15,vax1,PHU3,PHU3_7_22,WashingDishes,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_23,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_24,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_25,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_26,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_27,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_28,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_7_29,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_0,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_1,Baking,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_2,Baking,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_3,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_4,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_5,Baking,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_6,Baking,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_7,Baking,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_8,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_9,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_10,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_11,Undetected,Chopping+Grating,0.93128511828113
phase15,vax1,PHU3,PHU3_8_12,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_13,Baking,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_14,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_15,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_16,WashingDishes,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_17,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_18,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_19,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_20,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_21,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_22,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_23,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_24,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_25,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_26,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_27,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_28,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_8_29,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_9_0,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_9_1,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_9_2,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_9_3,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_9_4,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_9_5,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_9_6,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_9_7,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_9_8,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_9_9,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_9_10,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_9_11,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_9_12,Undetected,Undetected,0.0
phase15,vax1,PHU3,PHU3_9_13,Undetected,Microwave,0.9649811990025292
phase15,vax1,PHU3,PHU3_9_14,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_0,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_1,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_2,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_3,CookingOnStove,Microwave,0.9914959570522468
phase15,vax1,PHU10,PHU10_0_4,CookingOnStove,Microwave,0.9874225995396814
phase15,vax1,PHU10,PHU10_0_5,Undetected,Microwave,0.9381622997077578
phase15,vax1,PHU10,PHU10_0_6,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_7,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_8,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_9,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_10,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_11,Chopping+Grating,Microwave,0.9810926353980935
phase15,vax1,PHU10,PHU10_0_12,Chopping+Grating,Microwave,0.9480555966599816
phase15,vax1,PHU10,PHU10_0_13,Chopping+Grating,Microwave,0.954003112973226
phase15,vax1,PHU10,PHU10_0_14,Chopping+Grating,Microwave,0.9939073556091844
phase15,vax1,PHU10,PHU10_0_15,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_16,Chopping+Grating,Microwave,0.9963765485012904
phase15,vax1,PHU10,PHU10_0_17,Chopping+Grating,Microwave,0.9691898576586094
phase15,vax1,PHU10,PHU10_0_18,Chopping+Grating,Microwave,0.900875844220938
phase15,vax1,PHU10,PHU10_0_19,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_20,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_21,Chopping+Grating,Microwave,0.9706278146546212
phase15,vax1,PHU10,PHU10_0_22,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_23,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_24,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_25,Chopping+Grating,Microwave,0.9757495843581006
phase15,vax1,PHU10,PHU10_0_26,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_27,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_28,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_0_29,Chopping+Grating,WashingDishes,2.9845013535685405
phase15,vax1,PHU10,PHU10_1_0,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_1,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_2,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_3,Chopping+Grating,Microwave,0.9545102335162172
phase15,vax1,PHU10,PHU10_1_4,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_5,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_6,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_7,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_8,Chopping+Grating,Microwave,0.987302218473446
phase15,vax1,PHU10,PHU10_1_9,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_10,Undetected,Microwave,0.966345349744084
phase15,vax1,PHU10,PHU10_1_11,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_12,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_13,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_14,Chopping+Grating,Microwave,0.9794263386100928
phase15,vax1,PHU10,PHU10_1_15,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_16,Chopping+Grating,Microwave,0.960255806627316
phase15,vax1,PHU10,PHU10_1_17,Chopping+Grating,Microwave,0.9987696920035736
phase15,vax1,PHU10,PHU10_1_18,Chopping+Grating,Microwave,0.9691491291214984
phase15,vax1,PHU10,PHU10_1_19,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_20,Chopping+Grating,Microwave,0.9941572113500624
phase15,vax1,PHU10,PHU10_1_21,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_22,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_23,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_24,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_25,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_26,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_27,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_28,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_1_29,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_0,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_1,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_2,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_3,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_4,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_5,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_6,WashingDishes,WashingDishes,0.9269791802336992
phase15,vax1,PHU10,PHU10_2_7,WashingDishes,WashingDishes,0.9647636974519542
phase15,vax1,PHU10,PHU10_2_8,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_9,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_10,WashingDishes,WashingDishes,0.9327163875680384
phase15,vax1,PHU10,PHU10_2_11,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_12,WashingDishes,WashingDishes,0.9638422986146512
phase15,vax1,PHU10,PHU10_2_13,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_14,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_15,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_16,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_17,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_18,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_19,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_20,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_21,WashingDishes,WashingDishes,0.9777931677993578
phase15,vax1,PHU10,PHU10_2_22,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_23,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_24,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_25,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_26,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_27,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_28,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_2_29,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_0,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_1,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_2,WashingDishes,Microwave,0.9690501850701888
phase15,vax1,PHU10,PHU10_3_4,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_5,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_6,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_7,WashingDishes,WashingDishes,2.5222567811069063
phase15,vax1,PHU10,PHU10_3_8,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_9,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_10,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_11,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_12,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_13,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_14,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_15,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_16,WashingDishes,Microwave,0.9170541839725652
phase15,vax1,PHU10,PHU10_3_17,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_18,FridgeOpen,Microwave,0.9581048506639812
phase15,vax1,PHU10,PHU10_3_19,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_20,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_21,CookingOnStove,Microwave,0.9957662888266318
phase15,vax1,PHU10,PHU10_3_22,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_23,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_24,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_25,CookingOnStove,Microwave,0.9207980734925266
phase15,vax1,PHU10,PHU10_3_26,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_27,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_3_28,CookingOnStove,WashingDishes,3.0023889922859737
phase15,vax1,PHU10,PHU10_3_29,CookingOnStove,WashingDishes,3.2473928651176203
phase15,vax1,PHU10,PHU10_4_0,CookingOnStove,Microwave,0.9316841743937382
phase15,vax1,PHU10,PHU10_4_1,CookingOnStove,WashingDishes,3.289664557146808
phase15,vax1,PHU10,PHU10_4_2,CookingOnStove,WashingDishes,3.245055590205359
phase15,vax1,PHU10,PHU10_4_3,CookingOnStove,WashingDishes,2.911235350370447
phase15,vax1,PHU10,PHU10_4_4,CookingOnStove,WashingDishes,2.9586610929015564
phase15,vax1,PHU10,PHU10_4_5,CookingOnStove,WashingDishes,2.7890368445464007
phase15,vax1,PHU10,PHU10_4_6,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_7,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_8,CookingOnStove,WashingDishes,2.622162551618299
phase15,vax1,PHU10,PHU10_4_9,CookingOnStove,WashingDishes,2.5076514380656807
phase15,vax1,PHU10,PHU10_4_10,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_11,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_12,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_13,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_14,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_15,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_16,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_17,CookingOnStove,WashingDishes,2.81593723456702
phase15,vax1,PHU10,PHU10_4_18,CookingOnStove,WashingDishes,3.2707477241732628
phase15,vax1,PHU10,PHU10_4_19,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_20,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_21,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_22,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_23,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_24,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_25,FridgeOpen,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_26,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_27,WashingDishes,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_28,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_4_29,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_0,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_1,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_2,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_3,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_4,FridgeOpen,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_5,FridgeOpen,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_6,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_7,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_8,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_9,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_10,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_11,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_12,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_13,FridgeOpen,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_14,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_15,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_16,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_17,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_18,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_19,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_20,CookingOnStove,WashingDishes,0.9581320651537096
phase15,vax1,PHU10,PHU10_5_21,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_22,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_23,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_24,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_25,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_26,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_27,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_28,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_5_29,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_0,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_1,Chopping+Grating,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_2,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_4,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_5,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_6,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_7,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_8,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_9,CookingOnStove,Microwave,0.964764296543574
phase15,vax1,PHU10,PHU10_6_10,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_11,CookingOnStove,Microwave,0.930146064797536
phase15,vax1,PHU10,PHU10_6_12,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_13,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_14,CookingOnStove,Microwave,0.966485642822101
phase15,vax1,PHU10,PHU10_6_15,CookingOnStove,Microwave,0.9018699872270748
phase15,vax1,PHU10,PHU10_6_16,CookingOnStove,Microwave,0.9606346072158638
phase15,vax1,PHU10,PHU10_6_17,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_18,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_19,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_20,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_21,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_22,CookingOnStove,Microwave,0.9416311587007976
phase15,vax1,PHU10,PHU10_6_23,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_24,CookingOnStove,Microwave,0.9764757719705034
phase15,vax1,PHU10,PHU10_6_25,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_26,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_27,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_6_28,CookingOnStove,Microwave,0.9325423411288096
phase15,vax1,PHU10,PHU10_6_29,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_7_0,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_7_1,CookingOnStove,Microwave,0.9002742567665768
phase15,vax1,PHU10,PHU10_7_2,CookingOnStove,Microwave,0.9329429050815434
phase15,vax1,PHU10,PHU10_7_3,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_7_4,CookingOnStove,Microwave,0.9282401671941012
phase15,vax1,PHU10,PHU10_7_5,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_7_6,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_7_7,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_7_8,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_7_9,Undetected,WashingDishes,3.4370849229635274
phase15,vax1,PHU10,PHU10_7_10,Undetected,WashingDishes,2.8546885255199363
phase15,vax1,PHU10,PHU10_7_11,CookingOnStove,WashingDishes,2.590725546718261
phase15,vax1,PHU10,PHU10_7_12,CookingOnStove,WashingDishes,2.701255478293536
phase15,vax1,PHU10,PHU10_7_13,CookingOnStove,WashingDishes,2.5022698525771534
phase15,vax1,PHU10,PHU10_7_14,CookingOnStove,WashingDishes,2.7240989515230543
phase15,vax1,PHU10,PHU10_7_15,CookingOnStove,Microwave,0.9186748970223948
phase15,vax1,PHU10,PHU10_7_16,CookingOnStove,Microwave,0.9746953836973914
phase15,vax1,PHU10,PHU10_7_17,CookingOnStove,Microwave,0.959589019491578
phase15,vax1,PHU10,PHU10_7_18,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_7_19,CookingOnStove,Microwave,0.9926692912857048
phase15,vax1,PHU10,PHU10_7_20,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_7_21,CookingOnStove,Undetected,0.0
phase15,vax1,PHU10,PHU10_7_22,CookingOnStove,Microwave,0.9442827938857992
phase15,vax1,PHU10,PHU10_7_23,CookingOnStove,Microwave,0.9099406338839056
phase15,vax1,PHU10,PHU10_7_24,CookingOnStove,Microwave,0.923238157801336
phase15,vax1,PHU10,PHU10_7_25,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_7_26,Undetected,Undetected,0.0
phase15,vax1,PHU10,PHU10_7_27,CookingOnStove,Undetected,0.0
